ID;Strassenschlussel;Strasse;HNR;Zusatz;RW;HW;"Stat Bezirk";CL_STR_KEY;CL_HNR;CL-Stat_Bez;lat;lon
5462;224;"Eckstraße";28;NULL;407932,171;5473434,708;01510;00224;0028;1510;49.4066223294875;7.73087304273173
5463;224;"Eckstraße";29;NULL;407918,002;5473464,458;01510;00224;0029;1510;49.4068899944738;7.73067315102431
5464;224;"Eckstraße";30;NULL;407955,672;5473445,54;01510;00224;0030;1510;49.4067247290284;7.73118745880139
5465;224;"Eckstraße";31;NULL;407940,829;5473473,972;01510;00224;0031;1510;49.4069742577531;7.73097425078819
5466;224;"Eckstraße";32;NULL;407970,269;5473450,149;01510;00224;0032;1510;49.4067719613767;7.73139301725563
5467;224;"Eckstraße";33;NULL;407958,958;5473481,081;01510;00224;0033;1510;49.4070489225307;7.73122045842336
5468;224;"Eckstraße";34;NULL;407987,092;5473455,834;01510;00224;0034;1510;49.406819495751;7.73162613845368
5469;224;"Eckstraße";34;a;407995,005;5473435,476;01510;00224;0034;1510;49.4066408497685;7.73174102137651
5470;224;"Eckstraße";35;NULL;407981,712;5473488,057;01510;00224;0035;1510;49.4071153500582;7.73153580481228
5471;224;"Eckstraße";35;a;407980,052;5473510,536;01510;00224;0035;1510;49.4073130398385;7.73151692569088
5472;224;"Eckstraße";36;NULL;408009,371;5473467,126;01510;00224;0036;1510;49.4069307348807;7.73192654453374
5473;224;"Eckstraße";37;NULL;408003,737;5473495,083;01510;00224;0037;1510;49.4071816255641;7.7318373707926
5474;224;"Eckstraße";37;a;408020,828;5473501,419;01510;00224;0037;1510;49.4072381518321;7.7320702627485
5475;224;"Eckstraße";38;NULL;408018,755;5473470,066;01510;00224;0038;1510;49.4069590735514;7.73204988051255
5476;224;"Eckstraße";39;NULL;408035,173;5473508,033;01510;00224;0039;1510;49.4073033681799;7.73227536104657
5477;224;"Eckstraße";44;NULL;408188,219;5473525,735;01510;00224;0044;1510;49.4074793470559;7.73437997253119
5478;224;"Eckstraße";46;NULL;408225,774;5473538,39;01510;00224;0046;1510;49.4076018341541;7.73488687892974
5479;224;"Eckstraße";48;NULL;408247,763;5473549,917;01510;00224;0048;1510;49.4077040721097;7.73518752833481
5480;225;"Eichendorffstraße";1;NULL;405571,5;5475136,141;01640;00225;0001;1640;49.4215660557859;7.69793129811265
5481;225;"Eichendorffstraße";2;NULL;405573,173;5475111,508;01640;00225;0002;1640;49.4213415504802;7.69796481759728
5482;225;"Eichendorffstraße";3;NULL;405587,344;5475137,755;01640;00225;0003;1640;49.4215775320848;7.69815162209363
5483;225;"Eichendorffstraße";4;NULL;405588,431;5475114,006;01640;00225;0004;1640;49.4213708567597;7.69817087966076
5484;225;"Eichendorffstraße";5;NULL;405603,39;5475139,74;01640;00225;0005;1640;49.4215980005974;7.6983717082894
5485;225;"Eichendorffstraße";6;NULL;405604,162;5475116,774;01640;00225;0006;1640;49.4213913252288;7.69839096494241
5486;225;"Eichendorffstraße";7;NULL;405619,059;5475141,455;01640;00225;0007;1640;49.4216184686924;7.69859179467626
5487;225;"Eichendorffstraße";8;NULL;405617,076;5475099,696;01640;00225;0008;1640;49.4212404677467;7.6985742144663
5488;225;"Eichendorffstraße";9;NULL;405635,166;5475143,176;01640;00225;0009;1640;49.42163893637;7.69881188125423
5489;225;"Eichendorffstraße";10;NULL;405607,216;5475085,838;01640;00225;0010;1640;49.4211130191445;7.69843969448764
5490;225;"Eichendorffstraße";12;NULL;405595,284;5475074,931;01640;00225;0012;1640;49.4210122378926;7.6982768915609
5491;225;"Eichendorffstraße";14;NULL;405583,367;5475064,13;01640;00225;0014;1640;49.4209204490482;7.698113851364
5492;226;"Eichenstraße";1;NULL;411633,278;5477505,016;00165;00226;0001;0165;49.4437811293057;7.78097090943694
5493;226;"Eichenstraße";1;a;411632,322;5477495,322;00165;00226;0001;0165;49.4436910550776;7.78095934743472
5494;226;"Eichenstraße";3;NULL;411634,696;5477515,376;00165;00226;0003;0165;49.4438712035317;7.78098247147854
5495;226;"Eichenstraße";4;NULL;411652,167;5477524,999;00165;00226;0004;0165;49.4439547562396;7.78122871773006
5496;226;"Eichenstraße";5;NULL;411635,853;5477525,31;00165;00226;0005;0165;49.4439612777555;7.78099403355952
5497;226;"Eichenstraße";6;NULL;411653,125;5477536,073;00165;00226;0006;0165;49.4440628162093;7.78123983442085
5498;226;"Eichenstraße";7;NULL;411636,977;5477535,212;00165;00226;0007;0165;49.444051351977;7.78100559567989
5499;226;"Eichenstraße";8;NULL;411654,817;5477548,327;00165;00226;0008;0165;49.4441708761762;7.78125095115621
5500;226;"Eichenstraße";9;NULL;411638,133;5477545,208;00165;00226;0009;0165;49.4441415715818;7.78103094972704
5501;226;"Eichenstraße";10;NULL;411655,954;5477556,669;00165;00226;0010;0165;49.4442429646052;7.78126295964357
5502;226;"Eichenstraße";11;NULL;411639,258;5477554,579;00165;00226;0011;0165;49.4442226529145;7.7810427349183
5503;226;"Eichenstraße";13;NULL;411640,179;5477564,732;00165;00226;0013;0165;49.4443127271284;7.78105429718074
5504;226;"Eichenstraße";15;NULL;411641,632;5477575,04;00165;00226;0015;0165;49.444411794223;7.78106563651858
5505;226;"Eichenstraße";18;NULL;411661,135;5477610,743;00125;00226;0018;0125;49.4447294524404;7.78133367376418
5506;226;"Eichenstraße";20;NULL;411664,187;5477629,308;00125;00226;0020;0125;49.4449007532656;7.78137081461698
5507;227;"Eierstraße";1;NULL;410607,881;5477220,186;00210;00227;0001;0210;49.4410681337704;7.7668848767768
5508;227;"Eierstraße";2;NULL;410606,306;5477209,188;00210;00227;0002;0210;49.4409690654591;7.76687356668578
5509;227;"Eierstraße";3;NULL;410618,067;5477214,139;00210;00227;0003;0210;49.4410157943377;7.76703793027858
5510;227;"Eierstraße";4;NULL;410614,06;5477204,225;00210;00227;0004;0210;49.4409252777291;7.76698502164569
5511;227;"Eierstraße";5;NULL;410626,717;5477208,511;00210;00227;0005;0210;49.4409630136078;7.76714961068349
5512;227;"Eierstraße";6;NULL;410621,608;5477199,468;00210;00227;0006;0210;49.4408813428498;7.76708268550713
5513;227;"Eierstraße";8;NULL;410630,706;5477193,989;00210;00227;0008;0210;49.4408287090992;7.76720815644373
5514;227;"Eierstraße";9;NULL;410643,21;5477198,351;00210;00227;0009;0210;49.4408755845076;7.76738631079759
5515;227;"Eierstraße";13;NULL;410661,766;5477188,574;00210;00227;0013;0210;49.4407883018903;7.76763680095384
5516;228;Eipelweg;1;NULL;405185,647;5480769,083;01720;00228;0001;1720;49.4721611580577;7.69126235832616
5517;228;Eipelweg;1;a;405160,194;5480761,445;01720;00228;0001;1720;49.4720853134797;7.6909192939655
5518;228;Eipelweg;2;NULL;405182,54;5480803,575;01720;00228;0002;1720;49.4724664355353;7.69121281301601
5519;228;Eipelweg;3;NULL;405168,767;5480794,819;01720;00228;0003;1720;49.4723833163844;7.69102177899837
5520;228;Eipelweg;3;a;405146,072;5480775,566;01720;00228;0003;1720;49.4722090219623;7.69072274836127
5521;228;Eipelweg;4;NULL;405147,846;5480858,823;01720;00228;0004;1720;49.4729555578099;7.69071665055912
5522;228;Eipelweg;5;NULL;405150,926;5480815,327;01720;00228;0005;1720;49.4725693478679;7.69076835695271
5523;228;Eipelweg;5;a;405137,452;5480833,464;01720;00228;0005;1720;49.472729182401;7.69058464942937
5524;228;Eipelweg;5;b;405135,293;5480801,048;01720;00228;0005;1720;49.4724411091236;7.69056472270557
5525;228;Eipelweg;6;NULL;405107,161;5480910,526;01720;00228;0006;1720;49.4734169188402;7.69015219952623
5526;228;Eipelweg;7;NULL;405121,808;5480855,164;01720;00228;0007;1720;49.4729245179411;7.69035858310595
5527;228;Eipelweg;7;a;405108,619;5480839,424;01720;00228;0007;1720;49.4727786060045;7.69018302703391
5528;228;Eipelweg;9;NULL;405108,622;5480873,039;01720;00228;0009;1720;49.4730843517916;7.69017487291052
5529;228;Eipelweg;11;NULL;405091,996;5480862,861;01720;00228;0011;1720;49.4729827769526;7.68994291953012
5530;228;Eipelweg;13;NULL;405072,951;5480890,068;01720;00228;0013;1720;49.4732315972952;7.68967401130473
5531;228;Eipelweg;15;NULL;405087,26;5480904,176;01720;00228;0015;1720;49.4733598375986;7.68987764643276
5532;229;"Eisenacher Straße";1;NULL;407994,88;5476052,256;00860;00229;0001;0860;49.4301747363943;7.73112054060628
5533;229;"Eisenacher Straße";3;NULL;407993,207;5476071,901;00860;00229;0003;0860;49.4303454470455;7.73110234517135
5534;229;"Eisenacher Straße";4;NULL;408025,397;5476073,997;00860;00229;0004;0860;49.4303682735223;7.73154308967834
5535;229;"Eisenacher Straße";5;NULL;407991,463;5476091,674;00860;00229;0005;0860;49.4305249991108;7.73107012979922
5536;229;"Eisenacher Straße";6;NULL;408034,043;5476106,957;00860;00229;0006;0860;49.4306663950448;7.73165952736436
5537;229;"Eisenacher Straße";8;NULL;408023,997;5476129,807;00860;00229;0008;0860;49.4308715641928;7.73150252693209
5538;230;"Eisenbahnstraße";1;NULL;410858,062;5477491,796;00110;00230;0001;0110;49.4435420576256;7.77028545785107
5539;230;"Eisenbahnstraße";1;a;410873,38;5477473,292;00110;00230;0001;0110;49.4433823861301;7.77049638084119
5540;230;"Eisenbahnstraße";2;NULL;410848,641;5477474,814;00220;00230;0002;0220;49.4433877124847;7.7701513654179
5541;230;"Eisenbahnstraße";3;NULL;410879,852;5477460,309;00110;00230;0003;0110;49.4432663588929;7.77058205391416
5542;230;"Eisenbahnstraße";3;a;410885,425;5477449,359;00110;00230;0003;0110;49.4431683172868;7.77066727686724
5543;230;"Eisenbahnstraße";4;NULL;410855,069;5477466,877;00220;00230;0004;0220;49.4433167964206;7.77024970623187
5544;230;"Eisenbahnstraße";4;a;410858,409;5477461,366;00220;00230;0004;0220;49.443272272176;7.77029220566231
5545;230;"Eisenbahnstraße";5;NULL;410895,058;5477422,24;00110;00230;0005;0110;49.4429269764208;7.77081126287249
5546;230;"Eisenbahnstraße";6;NULL;410863,368;5477451,106;00220;00230;0006;0220;49.4431830769834;7.77036341272717
5547;230;"Eisenbahnstraße";7;NULL;410898,525;5477409,177;00110;00230;0007;0110;49.4428105091515;7.77085556000762
5548;230;"Eisenbahnstraße";7;a;410899,351;5477401,963;00110;00230;0007;0110;49.4427387129356;7.77087114999496
5549;230;"Eisenbahnstraße";8;NULL;410873,364;5477401,35;00220;00230;0008;0220;49.4427349009595;7.7705125725496
5550;230;"Eisenbahnstraße";9;NULL;410901,119;5477392,805;00110;00230;0009;0110;49.4426580704551;7.77090075616579
5551;230;"Eisenbahnstraße";10;NULL;410876,739;5477388,715;00220;00230;0010;0220;49.4426184338049;7.77055687020879
5552;230;"Eisenbahnstraße";11;NULL;410902,915;5477383,604;00110;00230;0011;0110;49.4425772813787;7.77091657084052
5553;230;"Eisenbahnstraße";12;NULL;410887,604;5477366,352;00220;00230;0012;0220;49.442422203914;7.77071352222655
5554;230;"Eisenbahnstraße";13;NULL;410906,738;5477374,437;00110;00230;0013;0110;49.442496932047;7.77097375958355
5555;230;"Eisenbahnstraße";14;NULL;410889,791;5477354,671;00220;00230;0014;0220;49.4423145829154;7.77074380296108
5556;230;"Eisenbahnstraße";15;NULL;410906,349;5477364,254;00110;00230;0015;0110;49.4424070035257;7.77097600752355
5557;230;"Eisenbahnstraße";16;NULL;410891,473;5477344,877;00220;00230;0016;0220;49.4422249476096;7.77077363390109
5558;230;"Eisenbahnstraße";17;NULL;410908,201;5477354,593;00110;00230;0017;0110;49.4423173681585;7.77100583810048
5559;230;"Eisenbahnstraße";18;NULL;410894,155;5477330,408;00220;00230;0018;0220;49.4420994874844;7.77081815528197
5560;230;"Eisenbahnstraße";19;NULL;410912,244;5477333,353;00110;00230;0019;0110;49.4421291045414;7.77106572369433
5561;230;"Eisenbahnstraße";20;NULL;410897,282;5477313,203;00220;00230;0020;0220;49.44194704878;7.77086335086176
5562;230;"Eisenbahnstraße";21;NULL;410923,633;5477286,184;00110;00230;0021;0110;49.4417080525679;7.77122799067936
5563;230;"Eisenbahnstraße";22;NULL;410900,431;5477288,776;00210;00230;0022;0210;49.441722667228;7.77091034455671
5564;230;"Eisenbahnstraße";23;NULL;410926,004;5477268,362;00110;00230;0023;0110;49.4415466208259;7.7712734093416
5565;230;"Eisenbahnstraße";24;NULL;410902,582;5477275,273;00210;00230;0024;0210;49.441606053305;7.77094084919599
5566;230;"Eisenbahnstraße";25;NULL;410928,899;5477254,976;00110;00230;0025;0110;49.4414210139413;7.7713041377303
5567;230;"Eisenbahnstraße";26;NULL;410905,404;5477259,945;00210;00230;0026;0210;49.4414626073872;7.77098581913049
5568;230;"Eisenbahnstraße";27;NULL;410930,458;5477243,395;00110;00230;0027;0110;49.44132238561;7.77133419179875
5569;230;"Eisenbahnstraße";27;a;410931,721;5477234,836;00110;00230;0027;0110;49.441241596447;7.77135000529246
5570;230;"Eisenbahnstraße";28;NULL;410907,742;5477244,776;00210;00230;0028;0210;49.4413280077285;7.77101677297353
5571;230;"Eisenbahnstraße";29;NULL;410933,408;5477225,184;00110;00230;0029;0110;49.4411609538103;7.77137960973356
5572;230;"Eisenbahnstraße";30;NULL;410908,562;5477239,445;00210;00230;0030;0210;49.4412831900298;7.77103168789351
5573;230;"Eisenbahnstraße";31;NULL;410934,97;5477215,719;00110;00230;0031;0110;49.4410711717822;7.77139564780213
5574;230;"Eisenbahnstraße";31;a;410936,969;5477203,723;00110;00230;0031;0110;49.4409635505622;7.77142592616051
5575;230;"Eisenbahnstraße";32;NULL;410913,538;5477210,774;00260;00230;0032;0260;49.4410231300801;7.77110716110964
5576;230;"Eisenbahnstraße";33;NULL;410941,166;5477181,784;00110;00230;0033;0110;49.4407664403171;7.77149982398472
5577;230;"Eisenbahnstraße";33;a;410950;5477174,242;00110;00230;0033;0110;49.4407048088762;7.77162551464641
5578;230;"Eisenbahnstraße";33;b;410975,058;5477195,766;00110;00230;0033;0110;49.4408973208499;7.77196556997471
5579;230;"Eisenbahnstraße";34;NULL;410916,052;5477196,833;00260;00230;0034;0260;49.4408976697858;7.77115168049728
5580;230;"Eisenbahnstraße";35;NULL;410944,716;5477158,116;00110;00230;0035;0110;49.4405600441439;7.77154636420376
5581;230;"Eisenbahnstraße";37;NULL;410947,215;5477143,559;00110;00230;0037;0110;49.4404255908012;7.77159110669812
5582;230;"Eisenbahnstraße";39;NULL;410951,382;5477120,381;00185;00230;0039;0185;49.4402193410693;7.77165143692489
5583;230;"Eisenbahnstraße";40;NULL;410917,932;5477158,593;00260;00230;0040;0260;49.4405560878324;7.77117401172237
5584;230;"Eisenbahnstraße";41;NULL;410953,63;5477107,986;00185;00230;0041;0185;49.4401027269001;7.77168193881199
5585;230;"Eisenbahnstraße";42;NULL;410918,626;5477154,183;00260;00230;0042;0260;49.4405202629605;7.77118870151279
5586;230;"Eisenbahnstraße";43;NULL;410955,482;5477095,271;00185;00230;0043;0185;49.4399951055779;7.77171221590984
5587;230;"Eisenbahnstraße";43;a;410957,844;5477082,85;00185;00230;0043;0185;49.439878491386;7.77174271750422
5588;230;"Eisenbahnstraße";44;NULL;410931,934;5477102,024;00260;00230;0044;0260;49.4400545394207;7.77137966679984
5589;230;"Eisenbahnstraße";44;a;410935,284;5477087,004;00260;00230;0044;0260;49.4399202326511;7.77143819991763
5590;230;"Eisenbahnstraße";45;NULL;410960,808;5477066,053;00185;00230;0045;0185;49.4397350450836;7.77178768343257
5591;230;"Eisenbahnstraße";46;NULL;410937,559;5477067,261;00260;00230;0046;0260;49.4397406685289;7.77147027488703
5592;230;"Eisenbahnstraße";47;NULL;410963,004;5477053,213;00185;00230;0047;0185;49.4396185773366;7.77183197524727
5593;230;"Eisenbahnstraße";48;NULL;410938,604;5477056,389;00260;00230;0048;0260;49.4396418936035;7.77148653695765
5594;230;"Eisenbahnstraße";49;NULL;410965,13;5477040,558;00185;00230;0049;0185;49.4395019631017;7.77186247630825
5595;230;"Eisenbahnstraße";50;NULL;410942,179;5477040,49;00260;00230;0050;0260;49.4394985939056;7.77154529393895
5596;230;"Eisenbahnstraße";51;NULL;410969,272;5477016,771;00185;00230;0051;0185;49.4392867203178;7.77192302879058
5597;230;"Eisenbahnstraße";53;NULL;410971,517;5477001,303;00185;00230;0053;0185;49.4391521203278;7.7719539785936
5598;230;"Eisenbahnstraße";55;NULL;410975,048;5476985,939;00185;00230;0055;0185;49.4390088203654;7.77201273360554
5599;230;"Eisenbahnstraße";56;NULL;410952,32;5476963,95;00260;00230;0056;0260;49.4388076086836;7.7717004963394
5600;230;"Eisenbahnstraße";57;NULL;410979,755;5476969,036;00185;00230;0057;0185;49.4388655203668;7.7720714882679
5601;230;"Eisenbahnstraße";59;NULL;410981,263;5476944,512;00185;00230;0059;0185;49.4386409917041;7.77210468295661
5602;230;"Eisenbahnstraße";60;NULL;410959,381;5476940,299;00270;00230;0060;0270;49.4386017982456;7.77180219485729
5603;230;"Eisenbahnstraße";61;NULL;410983,519;5476931,414;00185;00230;0061;0185;49.4385243773681;7.77213518272325
5604;230;"Eisenbahnstraße";62;NULL;410961,353;5476928,919;00270;00230;0062;0270;49.4384941768552;7.77183247070806
5605;230;"Eisenbahnstraße";63;NULL;410985,869;5476918,262;00185;00230;0063;0185;49.4384077630205;7.77216568234029
5606;230;"Eisenbahnstraße";64;NULL;410963,1;5476918,68;00270;00230;0064;0270;49.4384045411768;7.77186229722306
5607;230;"Eisenbahnstraße";65;NULL;410988,409;5476904,517;00185;00230;0065;0185;49.4382823022234;7.77221019654423
5608;230;"Eisenbahnstraße";66;NULL;410965,123;5476907,193;00270;00230;0066;0270;49.4383059126268;7.77189234821989
5609;230;"Eisenbahnstraße";67;NULL;410990,197;5476891,877;00185;00230;0067;0185;49.4381656878487;7.77224069582306
5610;230;"Eisenbahnstraße";67;a;410992,787;5476879,598;00185;00230;0067;0185;49.4380580663259;7.77227097043019
5611;230;"Eisenbahnstraße";68;NULL;410969,259;5476882,423;00270;00230;0068;0270;49.4380816769088;7.7719531235834
5612;230;"Eisenbahnstraße";68;a;410971,357;5476870,452;00270;00230;0068;0270;49.4379740554643;7.77198339876344
5613;230;"Eisenbahnstraße";69;NULL;410994,414;5476867,261;00185;00230;0069;0185;49.4379504447922;7.77230124490062
5614;230;"Eisenbahnstraße";70;NULL;410972,829;5476859,373;00270;00230;0070;0270;49.4378752804245;7.7719996591553
5615;230;"Eisenbahnstraße";73;NULL;411007,738;5476789,735;00185;00230;0073;0185;49.4372509045568;7.77249802562661
5616;230;"Eisenbahnstraße";74;NULL;410984,569;5476788,523;00281;00230;0074;0281;49.4372385443514;7.77218108223119
5617;231;"Eisenstraße";2;NULL;411605,779;5477274,6;00175;00231;0002;0175;49.4416997015021;7.78063626035407
5618;231;"Eisenstraße";3;NULL;411618,228;5477258,449;00175;00231;0003;0175;49.4415577057229;7.78081911377208
5619;231;"Eisenstraße";4;NULL;411606,491;5477265,995;00175;00231;0004;0175;49.4416189109549;7.78065205871866
5620;231;"Eisenstraße";5;NULL;411619,295;5477245,296;00175;00231;0005;0175;49.4414409435989;7.78083580371855
5621;231;"Eisenstraße";6;NULL;411607,248;5477257,136;00175;00231;0006;0175;49.4415471132902;7.78066763401471
5622;231;"Eisenstraße";6;a;411607,842;5477249,073;00175;00231;0006;0175;49.441475170201;7.78066941812558
5623;231;"Eisenstraße";7;NULL;411620,076;5477237,267;00175;00231;0007;0175;49.4413691459048;7.78085137868561
5624;231;"Eisenstraße";8;NULL;411609,076;5477237,048;00175;00231;0008;0175;49.441367546405;7.78069967649375
5625;231;"Eisenstraße";10;NULL;411609,649;5477230,095;00175;00231;0010;0175;49.4413045961993;7.78070123754024
5626;232;"Elisabeth-Kirch-Straße";1;NULL;406382,123;5481418,728;01820;00232;0001;1820;49.4781830809102;7.70762659778621
5627;232;"Elisabeth-Kirch-Straße";2;NULL;406358,559;5481489,541;01820;00232;0002;1820;49.4788178521285;7.70727856379902
5628;232;"Elisabeth-Kirch-Straße";3;NULL;406382,479;5481407,239;01820;00232;0003;1820;49.4780841625599;7.70762920122491
5629;232;"Elisabeth-Kirch-Straße";5;NULL;406397,572;5481404,521;01820;00232;0005;1820;49.4780594978631;7.70783692658358
5630;232;"Elisabeth-Kirch-Straße";6;NULL;406357,674;5481438,798;01820;00232;0006;1820;49.4783590765281;7.7072768365829
5631;232;"Elisabeth-Kirch-Straße";7;NULL;406401,782;5481396,658;01820;00232;0007;1820;49.4779881739827;7.70789402369095
5632;232;"Elisabeth-Kirch-Straße";8;NULL;406358,537;5481415,287;01820;00232;0008;1820;49.4781524015386;7.70729608267314
5633;232;"Elisabeth-Kirch-Straße";9;NULL;406425,037;5481428,709;01820;00232;0009;1820;49.4782796364422;7.70821767764206
5634;232;"Elisabeth-Kirch-Straße";10;NULL;406353,685;5481396,663;01820;00232;0010;1820;49.4779807713005;7.70723157566814
5635;232;"Elisabeth-Kirch-Straße";11;NULL;406420,472;5481435,314;01820;00232;0011;1820;49.4783418137482;7.70814701613101
5636;232;"Elisabeth-Kirch-Straße";12;NULL;406369,257;5481382,856;01820;00232;0012;1820;49.4778573432045;7.70745570553358
5637;232;"Elisabeth-Kirch-Straße";13;NULL;406411,092;5481444,634;01820;00232;0013;1820;49.4784213595034;7.70802067674341
5638;232;"Elisabeth-Kirch-Straße";14;NULL;406383,23;5481371,183;01820;00232;0014;1820;49.4777605839769;7.70765152240757
5639;232;"Elisabeth-Kirch-Straße";15;NULL;406405,697;5481449,069;01820;00232;0015;1820;49.4784653973498;7.70793668688022
5640;232;"Elisabeth-Kirch-Straße";16;NULL;406397,361;5481348,64;01820;00232;0016;1820;49.4775559134631;7.70785017808975
5641;232;"Elisabeth-Kirch-Straße";17;NULL;406395,964;5481458,04;01820;00232;0017;1820;49.4785447886731;7.7077965456752
5642;232;"Elisabeth-Kirch-Straße";18;NULL;406411,735;5481366,101;01820;00232;0018;1820;49.4777199383554;7.70803913170817
5643;232;"Elisabeth-Kirch-Straße";19;NULL;406389,188;5481463,672;01820;00232;0019;1820;49.4785888263524;7.70771255540087
5644;232;"Elisabeth-Kirch-Straße";20;NULL;406424,683;5481382,612;01820;00232;0020;1820;49.4778658236415;7.70821475874194
5645;232;"Elisabeth-Kirch-Straße";22;NULL;406435,155;5481394,138;01820;00232;0022;1820;49.4779754300942;7.70836373095278
5646;232;"Elisabeth-Kirch-Straße";22;a;406439,056;5481398,867;01820;00232;0022;1820;49.4780120169101;7.70841798884158
5647;232;"Elisabeth-Kirch-Straße";24;NULL;406449,688;5481412,906;01820;00232;0024;1820;49.478139454163;7.70855268789027
5648;80827;Ella-Fitzgerald-Weg;1;NULL;411149,959;5478393,124;00460;80827;0001;0460;49.4516962225146;7.77409656723354
5649;80827;Ella-Fitzgerald-Weg;2;NULL;411156,963;5478423,104;00460;80827;0002;0460;49.4519670315176;7.77418639662654
5650;80827;Ella-Fitzgerald-Weg;3;NULL;411132,216;5478387,609;00460;80827;0003;0460;49.4516397793197;7.77386341577212
5651;80827;Ella-Fitzgerald-Weg;4;NULL;411132,434;5478415,202;00460;80827;0004;0460;49.4518915790436;7.77385713425156
5652;80827;Ella-Fitzgerald-Weg;5;NULL;411115,245;5478381,825;00460;80827;0005;0460;49.4515833356582;7.77363026485364
5653;80827;Ella-Fitzgerald-Weg;6;NULL;411121,834;5478411,589;00460;80827;0006;0460;49.4518539987332;7.77370629746223
5654;80827;Ella-Fitzgerald-Weg;7;NULL;411097,168;5478376,34;00460;80827;0007;0460;49.4515357380647;7.77338309613262
5655;80827;Ella-Fitzgerald-Weg;8;NULL;411102,179;5478402,414;00460;80827;0008;0460;49.4517702836049;7.77344623097357
5656;80827;Ella-Fitzgerald-Weg;9;NULL;411084,069;5478372,315;00460;80827;0009;0460;49.4514978644807;7.77320467298206
5657;80827;Ella-Fitzgerald-Weg;10;NULL;411077,784;5478400,583;00460;80827;0010;0460;49.4517486397633;7.77310183025057
5658;233;"Ellenbrunnerstraße";1;NULL;410618,125;5480655,979;1220;00233;0001;1220;49.4719600727553;7.76626130790057
5659;233;"Ellenbrunnerstraße";2;NULL;410615,433;5480674,962;1220;00233;0002;1220;49.4721304941355;7.76621561694771
5660;233;"Ellenbrunnerstraße";2;a;410595,051;5480669,751;1220;00233;0002;1220;49.4720825856208;7.7659407533735
5661;233;"Ellenbrunnerstraße";2;b;410511,711;5480643,476;1220;00233;0002;1220;49.4718363988408;7.76478746314025
5662;233;"Ellenbrunnerstraße";3;NULL;410602,365;5480650,146;1220;00233;0003;1220;49.4719127532976;7.76604164365162
5663;233;"Ellenbrunnerstraße";3;a;410585,039;5480643,79;1220;00233;0003;1220;49.4718473005888;7.76580863218797
5664;233;"Ellenbrunnerstraße";4;NULL;410486,744;5480628,865;1220;00233;0004;1220;49.4716978220174;7.76444586706881
5665;233;"Ellenbrunnerstraße";6;NULL;410479,486;5480626,422;1220;00233;0006;1220;49.4716788044531;7.76434972279138
5666;233;"Ellenbrunnerstraße";6;a;410467,84;5480622,502;1220;00233;0006;1220;49.4716410639961;7.76418503350276
5667;233;"Ellenbrunnerstraße";8;NULL;410459,324;5480619,692;1220;00233;0008;1220;49.4716129059677;7.76407531621588
5668;233;"Ellenbrunnerstraße";10;NULL;410445,698;5480616,287;1220;00233;0010;1220;49.4715838629305;7.76388280204302
5669;233;"Ellenbrunnerstraße";11;NULL;410522,663;5480625,23;1220;00233;0011;1220;49.4716761497944;7.7649433288588
5670;233;"Ellenbrunnerstraße";12;NULL;410438,622;5480614,993;1220;00233;0012;1220;49.4715648449012;7.76378665821453
5671;233;"Ellenbrunnerstraße";14;NULL;410424,844;5480612,761;1220;00233;0014;1220;49.4715447941678;7.76359391803314
5672;234;"Emil-Caesar-Straße";1;NULL;409376,557;5478703,435;00430;00234;0001;0430;49.454222132016;7.74956911018976
5673;234;"Emil-Caesar-Straße";1;a;409406,134;5478781,208;00430;00234;0001;0430;49.4549280414511;7.74996510568464
5674;234;"Emil-Caesar-Straße";2;NULL;409377,873;5478685,022;00430;00234;0002;0430;49.4540604114736;7.74958702314235
5675;234;"Emil-Caesar-Straße";3;NULL;409389,656;5478706,676;00430;00234;0003;0430;49.4542510492231;7.74974775306566
5676;234;"Emil-Caesar-Straße";4;NULL;409415,28;5478687,355;00430;00234;0004;0430;49.4540840637433;7.75011075708241
5677;234;"Emil-Caesar-Straße";6;NULL;409434,683;5478694,541;00430;00234;0006;0430;49.4541498455732;7.75037125232265
5678;234;"Emil-Caesar-Straße";7;NULL;409423,027;5478731,756;00430;00234;0007;0430;49.4544809380147;7.75021105104612
5679;234;"Emil-Caesar-Straße";7;a;409450,795;5478760,616;00430;00234;0007;0430;49.4547457527948;7.75057687601931
5680;234;"Emil-Caesar-Straße";8;NULL;409478,211;5478697,225;00430;00234;0008;0430;49.4541833810395;7.75097752638854
5681;234;"Emil-Caesar-Straße";9;NULL;409457,381;5478734,478;00430;00234;0009;0430;49.4545129841648;7.75067938266469
5682;234;"Emil-Caesar-Straße";10;NULL;409493,287;5478701,763;00430;00234;0010;0430;49.4542215867782;7.75118353060101
5683;234;"Emil-Caesar-Straße";11;NULL;409481,587;5478730,776;00430;00234;0011;0430;49.4544805892724;7.75101136821852
5684;234;"Emil-Caesar-Straße";12;NULL;409519,052;5478703,369;00430;00234;0012;0430;49.4542434448743;7.75154173232905
5685;234;"Emil-Caesar-Straße";13;NULL;409526,412;5478732,869;00430;00234;0013;0430;49.4545052775631;7.75163166993341
5686;234;"Emil-Caesar-Straße";14;NULL;409534,057;5478707,75;00430;00234;0014;0430;49.454281649613;7.75174773724978
5687;234;"Emil-Caesar-Straße";15;NULL;409539,314;5478734,243;00430;00234;0015;0430;49.4545251988321;7.75181054350447
