ID;Strassenschlussel;Strasse;HNR;Zusatz;RW;HW;"Stat Bezirk";CL_STR_KEY;CL_HNR;CL-Stat_Bez;lat;lon
14225;561;"Leipziger Straße";41;NULL;407650,958;5476429,262;00850;00561;0041;0850;49.4335128439307;7.7262897829719
14226;561;"Leipziger Straße";42;NULL;407657,938;5476506,868;00840;00561;0042;0840;49.434206345971;7.72636837161876
14227;561;"Leipziger Straße";43;NULL;407651,425;5476415,373;00850;00561;0043;0850;49.4333870978383;7.72630683203818
14228;561;"Leipziger Straße";44;NULL;407653,049;5476512,781;00840;00561;0044;0840;49.4342596947047;7.72631181899514
14229;561;"Leipziger Straße";45;NULL;407603,609;5476451,933;00850;00561;0045;0850;49.4337035429786;7.7256365916876
14230;561;"Leipziger Straße";46;NULL;407647,989;5476519,546;00840;00561;0046;0840;49.4343217323284;7.72622745564957
14231;561;"Leipziger Straße";47;NULL;407606,182;5476434,371;00850;00561;0047;0850;49.433551122795;7.7256819187796
14232;561;"Leipziger Straße";48;NULL;407631,59;5476483,993;00840;00561;0048;0840;49.4339955641666;7.72601522026853
14233;561;"Leipziger Straße";49;NULL;407608,866;5476416,249;00850;00561;0049;0850;49.4333895579204;7.72571368999359
14234;561;"Leipziger Straße";50;NULL;407625,513;5476488,622;00840;00561;0050;0840;49.434039616156;7.72593132293699
14235;561;"Leipziger Straße";51;NULL;407557,211;5476444,976;00850;00561;0051;0850;49.4336336018071;7.72500394488666
14236;561;"Leipziger Straße";52;NULL;407619,048;5476493,176;00840;00561;0052;0840;49.434083668083;7.72584742545556
14237;561;"Leipziger Straße";53;NULL;407563,297;5476426,672;00850;00561;0053;0850;49.4334726452784;7.72509087279179
14238;561;"Leipziger Straße";54;NULL;407613,283;5476498,209;00840;00561;0054;0840;49.4341277199475;7.72576352782423
14239;561;"Leipziger Straße";55;NULL;407568,442;5476409,4;00850;00561;0055;0850;49.4333205293628;7.72516377846483
14240;561;"Leipziger Straße";56;NULL;407606,812;5476502,696;00840;00561;0056;0840;49.4341626270765;7.72566607425321
14241;561;"Leipziger Straße";57;NULL;407515,192;5476420,918;00850;00561;0057;0850;49.4334113896382;7.72443041939776
14242;561;"Leipziger Straße";58;NULL;407600,651;5476507,29;00840;00561;0058;0840;49.4342066788065;7.7255821763259
14243;561;"Leipziger Straße";59;NULL;407525,603;5476403,566;00850;00561;0059;0850;49.4332600346378;7.72457226971029
14244;561;"Leipziger Straße";60;NULL;407594,23;5476511,727;00840;00561;0060;0840;49.4342417377652;7.72549851129173
14245;561;"Leipziger Straße";61;NULL;407536,014;5476386,6;00850;00561;0061;0850;49.4331088315272;7.72472790764265
14246;561;"Leipziger Straße";62;NULL;407587,912;5476516,531;00840;00561;0062;0840;49.4342856373752;7.72540082424822
14247;561;"Leipziger Straße";63;NULL;407485,274;5476387,353;00850;00561;0063;0850;49.4331100663266;7.72402446106507
14248;561;"Leipziger Straße";64;NULL;407575,636;5476482,606;00840;00561;0064;0840;49.4339780612268;7.72524328331383
14249;561;"Leipziger Straße";65;NULL;407498,542;5476371,286;00850;00561;0065;0850;49.4329681609401;7.72420744382311
14250;561;"Leipziger Straße";66;NULL;407568,675;5476485,68;00840;00561;0066;0840;49.4340039752097;7.725146062786
14251;561;"Leipziger Straße";67;NULL;407511,291;5476356,153;00850;00561;0067;0850;49.4328352479591;7.72439019228894
14252;561;"Leipziger Straße";68;NULL;407561,622;5476489,07;00840;00561;0068;0840;49.4340388818174;7.72504860903351
14253;561;"Leipziger Straße";69;NULL;407463,369;5476317,056;00850;00561;0069;0850;49.4324772291163;7.72373744901589
14254;561;"Leipziger Straße";70;NULL;407553,935;5476492,619;00840;00561;0070;0840;49.4340646435843;7.72493759951772
14255;561;"Leipziger Straße";71;NULL;407471,339;5476320,402;00850;00561;0071;0850;49.4325054247055;7.72384705555788
14256;561;"Leipziger Straße";72;NULL;407546,871;5476495,875;00840;00561;0072;0840;49.4340905573071;7.72484037866168
14257;561;"Leipziger Straße";73;NULL;407477,659;5476323,388;00850;00561;0073;0850;49.4325333158593;7.7239290855611
14258;561;"Leipziger Straße";74;NULL;407540,422;5476499,13;00840;00561;0074;0840;49.4341256157271;7.72475671330804
14259;561;"Leipziger Straße";75;NULL;407484,03;5476326,382;00850;00561;0075;0850;49.4325613591128;7.72402490399942
14260;561;"Leipziger Straße";76;NULL;407532,804;5476502,068;00840;00561;0076;0840;49.4341513772105;7.72464570344804
14261;561;"Leipziger Straße";77;NULL;407491,541;5476327,221;00850;00561;0077;0850;49.4325714168745;7.72412118911055
14262;561;"Leipziger Straße";78;NULL;407523,889;5476507,217;00840;00561;0078;0840;49.4341949718971;7.72452043823399
14263;561;"Leipziger Straße";79;NULL;407497,872;5476329,748;00850;00561;0079;0850;49.4325903151288;7.7242034526485
14264;561;"Leipziger Straße";80;NULL;407523,763;5476462,128;00840;00561;0080;0840;49.4337903001364;7.72453093307951
14265;561;"Leipziger Straße";81;NULL;407471,956;5476273,342;00850;00561;0081;0850;49.4320827675191;7.72385802196798
14266;561;"Leipziger Straße";82;NULL;407515,903;5476466,285;00840;00561;0082;0840;49.4338250541154;7.72441969062887
14267;561;"Leipziger Straße";83;NULL;407477,561;5476277,858;00850;00561;0083;0850;49.4321196513681;7.72393981796675
14268;561;"Leipziger Straße";84;NULL;407507,987;5476470,402;00840;00561;0084;0840;49.4338598079859;7.72430844802257
14269;561;"Leipziger Straße";85;NULL;407483,005;5476282,257;00850;00561;0085;0850;49.432165527867;7.7240213807929
14270;561;"Leipziger Straße";86;NULL;407500,144;5476474,485;00840;00561;0086;0840;49.433894713886;7.72421099397664
14271;561;"Leipziger Straße";87;NULL;407489,649;5476285,13;00850;00561;0087;0850;49.4321934188949;7.72410341033409
14272;561;"Leipziger Straße";88;NULL;407492,236;5476478,622;00840;00561;0088;0840;49.4339294675529;7.72409975106818
14273;561;"Leipziger Straße";89;NULL;407495,216;5476289,588;00850;00561;0089;0850;49.4322303025726;7.72418520670265
14274;561;"Leipziger Straße";90;NULL;407482,772;5476481,915;00840;00561;0090;0840;49.4339549240761;7.72396116385732
14275;561;"Leipziger Straße";91;NULL;407500,665;5476293,961;00850;00561;0091;0850;49.4322670340654;7.72425321493437
14276;561;"Leipziger Straße";92;NULL;407490,214;5476440,785;00840;00561;0092;0840;49.433587440474;7.7240810389785
14277;561;"Leipziger Straße";93;NULL;407506,115;5476298,334;00850;00561;0093;0850;49.4323129103464;7.72433477829886
14278;561;"Leipziger Straße";94;NULL;407481,098;5476442,564;00840;00561;0094;0840;49.4336040564474;7.72395647468099
14279;561;"Leipziger Straße";95;NULL;407480,406;5476232,332;00850;00561;0095;0850;49.4317154360359;7.72399168113199
14280;561;"Leipziger Straße";96;NULL;407472,846;5476445,554;00840;00561;0096;0840;49.4336296649899;7.72383167695914
14281;561;"Leipziger Straße";97;NULL;407486,195;5476238,259;00850;00561;0097;0850;49.4317703052039;7.72407301006086
14282;561;"Leipziger Straße";98;NULL;407464,447;5476448,442;00840;00561;0098;0840;49.4336554255925;7.72372066775594
14283;561;"Leipziger Straße";99;NULL;407491,141;5476243,22;00850;00561;0099;0850;49.4318160294676;7.72414078430681
14284;561;"Leipziger Straße";100;NULL;407455,619;5476451,083;00840;00561;0100;0840;49.4336810338782;7.72359586978529
14285;561;"Leipziger Straße";101;NULL;407496,661;5476247,458;00850;00561;0101;0850;49.4318527609843;7.7242087919379
14286;561;"Leipziger Straße";102;NULL;407465,255;5476411,937;00840;00561;0102;0840;49.4333228477454;7.72374309066715
14287;561;"Leipziger Straße";103;NULL;407501,23;5476252,981;00850;00561;0103;0850;49.4318984851697;7.72427656642376
14288;561;"Leipziger Straße";104;NULL;407455,715;5476412,08;00840;00561;0104;0840;49.4333303184489;7.72360497175881
14289;561;"Leipziger Straße";105;NULL;407506,331;5476257,772;00850;00561;0105;0850;49.4319442093161;7.7243443410356
14290;561;"Leipziger Straße";106;NULL;407447,492;5476413,483;00840;00561;0106;0840;49.4333380934333;7.72349442992378
14291;561;"Leipziger Straße";107;NULL;407511,117;5476262,824;00850;00561;0107;0850;49.4319899334234;7.72441211577339
14292;561;"Leipziger Straße";108;NULL;407440,575;5476416,462;00840;00561;0108;0840;49.4333640059513;7.72339720977403
14293;561;"Leipziger Straße";108;a;407446,549;5476370,565;00840;00561;0108;0840;49.4329512549614;7.72349067765124
14294;561;"Leipziger Straße";109;NULL;407588,825;5476127,001;00850;00561;0109;0850;49.4307876246608;7.72550526409344
14295;561;"Leipziger Straße";110;NULL;407427,561;5476333,976;00840;00561;0110;0840;49.4326156324479;7.72323733463556
14296;561;"Leipziger Straße";111;NULL;407601,8;5476203,824;00850;00561;0111;0850;49.4314730464957;7.72566679931772
14297;561;"Leipziger Straße";112;NULL;407430,98;5476328,312;00840;00561;0112;0840;49.4325711256739;7.72327986686868
14298;561;"Leipziger Straße";114;NULL;407427,165;5476307,539;00840;00561;0114;0840;49.4323818221535;7.72324340411373
14299;561;"Leipziger Straße";116;NULL;407431,291;5476302,503;00840;00561;0116;0840;49.4323374676171;7.72329972440979
14300;561;"Leipziger Straße";118;NULL;407429,572;5476283,662;00840;00561;0118;0840;49.4321663017504;7.72327658309185
14301;561;"Leipziger Straße";120;NULL;407434,336;5476278,607;00840;00561;0120;0840;49.4321220994312;7.72334669132229
14302;561;"Leipziger Straße";122;NULL;407433,889;5476259,001;00840;00561;0122;0840;49.431951085805;7.72333733809427
14303;561;"Leipziger Straße";124;NULL;407438,616;5476254,208;00840;00561;0124;0840;49.4319068834443;7.72340744596033
14304;561;"Leipziger Straße";126;NULL;407439,137;5476235,191;00840;00561;0126;0840;49.4317361742709;7.72342566876103
14305;561;"Leipziger Straße";128;NULL;407444,702;5476230,493;00840;00561;0128;0840;49.431691971852;7.7234957762387
14306;561;"Leipziger Straße";130;NULL;407445,732;5476209,825;00840;00561;0130;0840;49.431503277243;7.72351446540579
14307;561;"Leipziger Straße";132;NULL;407450,964;5476205,678;00840;00561;0132;0840;49.4314680674716;7.72358433909866
14308;561;"Leipziger Straße";134;NULL;407452,947;5476186,202;00840;00561;0134;0840;49.4312975104544;7.72361634907912
14309;561;"Leipziger Straße";136;NULL;407458,22;5476182,342;00840;00561;0136;0840;49.4312624528104;7.72370001038054
14310;561;"Leipziger Straße";138;NULL;407460,936;5476162,78;00840;00561;0138;0840;49.4310829030434;7.72373225315303
14311;561;"Leipziger Straße";140;NULL;407466,71;5476158,852;00840;00561;0140;0840;49.4310478453105;7.72381591400548
14312;561;"Leipziger Straße";142;NULL;407470,548;5476151,419;00840;00561;0142;0840;49.4309855050523;7.72387269886714
14313;561;"Leipziger Straße";144;NULL;407473,2;5476142,511;00840;00561;0144;0840;49.4309050271823;7.72391616231215
14314;561;"Leipziger Straße";146;NULL;407510,549;5476059,41;00840;00561;0146;0840;49.430164261186;7.72444566998376
14315;561;"Leipziger Straße";148;NULL;407527,096;5476059,151;00840;00561;0148;0840;49.4301668466642;7.7246800604199
14316;561;"Leipziger Straße";150;NULL;407581,899;5476046,629;00840;00561;0150;0840;49.4300581509144;7.72542762426
14317;561;"Leipziger Straße";152;NULL;407581,257;5476006,177;00840;00561;0152;0840;49.4296984422986;7.72543694502917
14318;561;"Leipziger Straße";154;NULL;407611,275;5476046,065;00840;00561;0154;0840;49.4300627096833;7.72584125372993
14319;561;"Leipziger Straße";156;NULL;407650,409;5476062,404;00840;00561;0156;0840;49.4302125173643;7.72637524661871
14320;561;"Leipziger Straße";160;NULL;407726,94;5476099,538;00860;00561;0160;0860;49.4305567855095;7.72741450338824
14321;562;"Lenzstraße";1;NULL;405304,258;5479918,983;01730;00562;0001;1730;49.4645270767916;7.69310809246505
14322;562;"Lenzstraße";1;a;405281,924;5479914,71;01730;00562;0001;1730;49.4644875201024;7.69279171536024
14323;562;"Lenzstraße";1;b;405288,926;5479915,852;01730;00562;0001;1730;49.4644976042847;7.6928880560017
14324;562;"Lenzstraße";3;NULL;405319,836;5479939,171;01730;00562;0003;1730;49.4647182588435;7.69331002674532
14325;562;"Lenzstraße";4;NULL;405292,433;5479900,293;01730;00562;0004;1730;49.4643633398453;7.69294683326482
14326;562;"Lenzstraße";5;NULL;405327,519;5479941,088;01730;00562;0005;1730;49.464737491026;7.69341992598796
14327;562;"Lenzstraße";6;NULL;405320,262;5479905,487;01730;00562;0006;1730;49.4644126681193;7.69333195606444
14328;562;"Lenzstraße";7;NULL;405362,4;5479930,984;01730;00562;0007;1730;49.4646440277548;7.69390545796403
14329;562;"Lenzstraße";8;NULL;405340,172;5479909,027;01730;00562;0008;1730;49.4644517557686;7.69360694178324
14330;562;"Lenzstraße";9;NULL;405407,506;5479942,909;01730;00562;0009;1730;49.4647589486662;7.69452346356791
14331;562;"Lenzstraße";10;NULL;405360,15;5479910,764;01730;00562;0010;1730;49.4644638651184;7.69388264518544
14332;562;"Lenzstraße";11;NULL;405420,237;5479948,375;01730;00562;0011;1730;49.4648149285617;7.69470139377842
14333;562;"Lenzstraße";12;NULL;405385,546;5479915,512;01730;00562;0012;1730;49.4645127229486;7.69422637834105
14334;562;"Lenzstraße";13;NULL;405438,717;5479955,51;01730;00562;0013;1730;49.4648806792468;7.69494807175129
14335;562;"Lenzstraße";14;NULL;405410,67;5479924,564;01730;00562;0014;1730;49.4645975499701;7.69456915638753
14336;562;"Lenzstraße";15;NULL;405452,157;5479965,233;01730;00562;0015;1730;49.4649727843846;7.69513884475654
14337;562;"Lenzstraße";16;NULL;405428,825;5479931,022;01730;00562;0016;1730;49.4646633009292;7.69481583309203
14338;562;"Lenzstraße";17;NULL;405470,339;5479973,136;01730;00562;0017;1730;49.4650475267004;7.69538528531408
14339;562;"Lenzstraße";18;NULL;405453,606;5479940,997;01730;00562;0018;1730;49.4647481262185;7.69515861323599
14340;562;"Lenzstraße";19;NULL;405484,916;5479979,452;01730;00562;0019;1730;49.4651036609077;7.69557701488794
14341;562;"Lenzstraße";20;NULL;405473,92;5479950,177;01730;00562;0020;1730;49.4648411648775;7.69543216958369
14342;562;"Lenzstraße";21;NULL;405500,983;5479987,311;01730;00562;0021;1730;49.4651780911082;7.69579586210522
14343;562;"Lenzstraße";22;NULL;405497,958;5479960,846;01730;00562;0022;1730;49.4649348253123;7.69576091605688
14344;562;"Lenzstraße";23;NULL;405521,892;5479994,447;01730;00562;0023;1730;49.4652443061776;7.69608393547888
14345;562;"Lenzstraße";24;NULL;405517,781;5479969,933;01730;00562;0024;1730;49.4650188700051;7.69603471329438
14346;563;"Lerchenstraße";2;NULL;405666,478;5475080,124;01640;00563;0002;1640;49.421077208762;7.69925419803895
14347;563;"Lerchenstraße";3;NULL;405701,791;5475134,898;01640;00563;0003;1640;49.4215682381302;7.69972383986845
14348;563;"Lerchenstraße";3;a;405706,806;5475136,906;01640;00563;0003;1640;49.4215869985286;7.69979229024364
14349;563;"Lerchenstraße";3;b;405708,495;5475148,683;01640;00563;0003;1640;49.4216952202202;7.69981700892767
14350;563;"Lerchenstraße";3;c;405714,135;5475150,977;01640;00563;0003;1640;49.4217141355736;7.69989924468624
14351;563;"Lerchenstraße";4;NULL;405677,732;5475089,152;01640;00563;0004;1640;49.4211598483156;7.69940369359656
14352;563;"Lerchenstraße";5;NULL;405734,376;5475155,068;01640;00563;0005;1640;49.4217621986011;7.70017376029257
14353;563;"Lerchenstraße";6;NULL;405703,231;5475106,397;01640;00563;0006;1640;49.421316754323;7.69975806410734
14354;563;"Lerchenstraße";7;NULL;405751,567;5475164,635;01640;00563;0007;1640;49.4218457667034;7.70040597073926
14355;563;"Lerchenstraße";8;NULL;405722,475;5475118,866;01640;00563;0008;1640;49.4214276111497;7.70001712913005
14356;563;"Lerchenstraße";10;NULL;405739,878;5475128,743;01640;00563;0010;1640;49.4215201721956;7.70024910018408
14357;563;"Lerchenstraße";12;NULL;405757,459;5475139,806;01640;00563;0012;1640;49.4216218803598;7.70049461975415
14358;563;"Lerchenstraße";14;NULL;405782,148;5475137,26;01640;00563;0014;1640;49.4216077679855;7.70083972339522
14359;563;"Lerchenstraße";16;NULL;405800,683;5475157,995;01640;00563;0016;1640;49.4217904086871;7.70108310802817
14360;563;"Lerchenstraße";18;NULL;405808,64;5475160,482;01640;00563;0018;1640;49.4218186254988;7.70119267747654
14361;563;"Lerchenstraße";20;NULL;405816,099;5475162,57;01640;00563;0020;1640;49.4218378495649;7.70130248441496
14362;563;"Lerchenstraße";22;NULL;405824,751;5475164,061;01640;00563;0022;1640;49.4218570735273;7.70141229144108
14363;564;"Lessingstraße";1;NULL;411350,267;5476082,019;00620;00564;0001;0620;49.4309430479584;7.77738603596493
14364;564;"Lessingstraße";2;NULL;411326,457;5476102,178;00620;00564;0002;0620;49.431119406314;7.77705064811501
14365;564;"Lessingstraße";3;NULL;411369,198;5476075,004;00620;00564;0003;0620;49.430882867439;7.77764957555689
14366;564;"Lessingstraße";4;NULL;411317,832;5476104,404;00620;00564;0004;0620;49.4311360795465;7.77692610694467
14367;564;"Lessingstraße";5;NULL;411342,854;5476058,116;00620;00564;0005;0620;49.4307260521837;7.7772810958142
14368;564;"Lessingstraße";6;NULL;411309,881;5476106,614;00620;00564;0006;0620;49.4311528985043;7.77681535391616
14369;564;"Lessingstraße";7;NULL;411362,581;5476047,051;00620;00564;0007;0620;49.4306300460928;7.77755931644145
14370;564;"Lessingstraße";8;NULL;411302,047;5476108,972;00620;00564;0008;0620;49.4311698632271;7.77671838904194
14371;564;"Lessingstraße";9;NULL;411342,855;5476030,51;00620;00564;0009;0620;49.4304742512115;7.77728735512182
14372;564;"Lessingstraße";10;NULL;411314,516;5476068,34;00620;00564;0010;0620;49.4308118979625;7.77689279267538
14373;564;"Lessingstraße";11;NULL;411364,226;5476018,49;00620;00564;0011;0620;49.4303695437301;7.77759337381395
14374;564;"Lessingstraße";12;NULL;411306,537;5476070,745;00620;00564;0012;0620;49.4308287168949;7.77678204036807
14375;564;"Lessingstraße";14;NULL;411298,652;5476073,049;00620;00564;0014;0620;49.43085452861;7.77667106432612
14376;564;"Lessingstraße";16;NULL;411290,672;5476075,282;00620;00564;0016;0620;49.4308713473285;7.77656031185061
14377;564;"Lessingstraße";18;NULL;411304,068;5476029,862;00620;00564;0018;0620;49.4304597166749;7.77676363346742
14378;564;"Lessingstraße";20;NULL;411295,805;5476032,19;00620;00564;0020;0620;49.4304853825023;7.77663887021618
14379;564;"Lessingstraße";22;NULL;411287,898;5476034,478;00620;00564;0022;0620;49.4305022011974;7.77652811856375
14380;564;"Lessingstraße";24;NULL;411279,913;5476036,61;00620;00564;0024;0620;49.4305190197858;7.77641736683742
14381;565;"Lettow-Vorbeck-Straße";1;NULL;406609,332;5481613,992;01820;00565;0001;1820;49.479971599815;7.71071339825086
14382;565;"Lettow-Vorbeck-Straße";2;NULL;406639,278;5481619,017;01820;00565;0002;1820;49.4800301701297;7.71112602927777
14383;565;"Lettow-Vorbeck-Straße";3;NULL;406599,682;5481623,803;01820;00565;0003;1820;49.4800599870689;7.71057302097205
14384;565;"Lettow-Vorbeck-Straße";3;a;406591,435;5481600,23;01820;00565;0003;1820;49.4798519266279;7.71046804012836
14385;565;"Lettow-Vorbeck-Straße";4;NULL;406619,209;5481625,588;01820;00565;0004;1820;49.4800810492733;7.71084858079249
14386;565;"Lettow-Vorbeck-Straße";5;NULL;406586,745;5481631,565;01820;00565;0005;1820;49.4801299273165;7.71039171068992
14387;565;"Lettow-Vorbeck-Straße";5;a;406576,11;5481605,103;01820;00565;0005;1820;49.4798945811597;7.71025983598219
14388;565;"Lettow-Vorbeck-Straße";6;NULL;406639,877;5481694,362;01820;00565;0006;1820;49.4807046140916;7.71110832508129
14389;565;"Lettow-Vorbeck-Straße";7;NULL;406570,218;5481619,209;01820;00565;0007;1820;49.480019553868;7.71017371952295
14390;565;"Lettow-Vorbeck-Straße";8;NULL;406637,485;5481689,215;01820;00565;0008;1820;49.4806593435492;7.71108190183887
14391;565;"Lettow-Vorbeck-Straße";9;NULL;406563,723;5481642,455;01820;00565;0009;1820;49.4802253058237;7.71007167478809
14392;565;"Lettow-Vorbeck-Straße";10;NULL;406626,776;5481667,747;01820;00565;0010;1820;49.4804598146787;7.71093527637087
14393;565;"Lettow-Vorbeck-Straße";11;NULL;406544,893;5481654,587;01820;00565;0011;1820;49.4803302918688;7.70980660803735
14394;565;"Lettow-Vorbeck-Straße";11;a;406533,382;5481621,99;01820;00565;0011;1820;49.4800318430247;7.70966258826189
14395;565;"Lettow-Vorbeck-Straße";11;b;406544,359;5481643,302;01820;00565;0011;1820;49.4802313734705;7.70980920728214
14396;565;"Lettow-Vorbeck-Straße";12;NULL;406616,607;5481652,144;01820;00565;0012;1820;49.4803233875634;7.71080080094849
14397;565;"Lettow-Vorbeck-Straße";13;NULL;406532,679;5481656,088;01820;00565;0013;1820;49.4803464293902;7.70964051533083
14398;565;"Lettow-Vorbeck-Straße";14;NULL;406605,39;5481633,372;01820;00565;0014;1820;49.4801508360973;7.7106534691901
14399;565;"Lettow-Vorbeck-Straße";15;NULL;406524,506;5481660,125;01820;00565;0015;1820;49.4803811678195;7.70952915654377
14400;565;"Lettow-Vorbeck-Straße";17;NULL;406511,125;5481671,482;01820;00565;0017;1820;49.4804780841442;7.70934713446881
14401;565;"Lettow-Vorbeck-Straße";19;NULL;406493,917;5481656,273;01820;00565;0019;1820;49.4803404229173;7.70910225007461
14402;565;"Lettow-Vorbeck-Straße";20;NULL;406572,485;5481657,879;01820;00565;0020;1820;49.4803615798569;7.71019234622191
14403;565;"Lettow-Vorbeck-Straße";21;NULL;406464,938;5481641,641;01820;00565;0021;1820;49.4802010662757;7.70870554912334
14404;565;"Lettow-Vorbeck-Straße";23;NULL;406472,958;5481685,644;01820;00565;0023;1820;49.4805979723826;7.70880555710691
14405;565;"Lettow-Vorbeck-Straße";24;NULL;406546,371;5481676,127;01820;00565;0024;1820;49.4805284365791;7.70982901296005
14406;565;"Lettow-Vorbeck-Straße";25;NULL;406453,359;5481689,847;01820;00565;0025;1820;49.480631014868;7.70854237791834
14407;565;"Lettow-Vorbeck-Straße";26;NULL;406457,068;5481722,06;01820;00565;0026;1820;49.4809283863289;7.70858977970832
14408;565;"Lettow-Vorbeck-Straße";26;a;406459,364;5481727,646;01820;00565;0026;1820;49.480973657421;7.70861620078191
14409;565;"Lettow-Vorbeck-Straße";27;NULL;406429,75;5481694,788;01820;00565;0027;1820;49.4806722785905;7.70820995301026
14410;565;"Lettow-Vorbeck-Straße";28;NULL;406467,399;5481746,088;01820;00565;0028;1820;49.4811457491532;7.70872212205769
14411;565;"Lettow-Vorbeck-Straße";30;NULL;406475,115;5481767,125;01820;00565;0030;1820;49.4813358259425;7.70882757109992
14412;565;"Lettow-Vorbeck-Straße";31;NULL;406424,693;5481729,119;01820;00565;0031;1820;49.4809862479338;7.70813266302035
14413;565;"Lettow-Vorbeck-Straße";32;NULL;406481,297;5481788,943;01820;00565;0032;1820;49.4815255944987;7.70890541694018
14414;565;"Lettow-Vorbeck-Straße";33;NULL;406439,177;5481747,015;01820;00565;0033;1820;49.4811504265233;7.70833543246664
14415;565;"Lettow-Vorbeck-Straße";35;NULL;406444,092;5481763,527;01820;00565;0035;1820;49.481295078394;7.70840065697717
14416;565;"Lettow-Vorbeck-Straße";37;NULL;406449,164;5481785,243;01820;00565;0037;1820;49.4814936856778;7.70846446256001
14417;566;"Lichtenbrucher Straße";1;NULL;403000,922;5476341,518;01110;00566;0001;1110;49.4319974538539;7.66219550415179
14418;566;"Lichtenbrucher Straße";2;NULL;402969,074;5476306,192;01110;00566;0002;1110;49.4316777707853;7.66177664460236
14419;566;"Lichtenbrucher Straße";3;NULL;403021,697;5476349,827;01110;00566;0003;1110;49.432072743447;7.66248309253728
14420;566;"Lichtenbrucher Straße";5;NULL;403038,637;5476356,796;01110;00566;0005;1110;49.4321384019965;7.66271577476356
14421;566;"Lichtenbrucher Straße";6;NULL;402998,208;5476312,876;01110;00566;0006;1110;49.4317363527139;7.66217502185989
14422;566;"Lichtenbrucher Straße";7;NULL;403061,28;5476365,987;01110;00566;0007;1110;49.4322230016544;7.66303069616285
14423;566;"Lichtenbrucher Straße";8;NULL;403021,39;5476322,24;01110;00566;0008;1110;49.4318299463076;7.66248969519771
14424;566;"Lichtenbrucher Straße";9;NULL;403077,607;5476372,488;01110;00566;0009;1110;49.4322884997114;7.66324959191811
14425;566;"Lichtenbrucher Straße";10;NULL;403043,755;5476334,488;01110;00566;0010;1110;49.4319413645742;7.66279009294617
14426;566;"Lichtenbrucher Straße";11;NULL;403093,161;5476378,69;01110;00566;0011;1110;49.4323450048686;7.66346873262981
14427;566;"Lichtenbrucher Straße";13;NULL;403113,874;5476393,034;01110;00566;0013;1110;49.4324830794148;7.66374082685395
14428;566;"Lichtenbrucher Straße";14;NULL;403069,219;5476344,817;01110;00566;0014;1110;49.4320354347598;7.66314613236948
14429;566;"Lichtenbrucher Straße";15;NULL;403130,414;5476399,048;01110;00566;0015;1110;49.4325397429682;7.66397375701653
14430;566;"Lichtenbrucher Straße";16;NULL;403084,6;5476353,174;01110;00566;0016;1110;49.4321187581852;7.66335075080149
14431;566;"Lichtenbrucher Straße";17;NULL;403181,478;5476416,189;01110;00566;0017;1110;49.4327007383432;7.66467279492288
14432;566;"Lichtenbrucher Straße";18;NULL;403101,317;5476357,798;01110;00566;0018;1110;49.4321574375288;7.66358416747024
14433;566;"Lichtenbrucher Straße";24;NULL;403146,203;5476375,811;01110;00566;0024;1110;49.4323264720034;7.66420022674392
14434;566;"Lichtenbrucher Straße";26;NULL;403159,588;5476380,966;01110;00566;0026;1110;49.432373505081;7.66437824906158
14435;566;"Lichtenbrucher Straße";28;NULL;403164,924;5476382,956;01110;00566;0028;1110;49.4323922863842;7.66444670049191
14436;566;"Lichtenbrucher Straße";30;NULL;403182,219;5476390,97;01110;00566;0030;1110;49.4324670927384;7.66469293076429
14437;566;"Lichtenbrucher Straße";32;NULL;403210,773;5476402,184;01110;00566;0032;1110;49.4325794604821;7.66507606561537
14438;566;"Lichtenbrucher Straße";34;NULL;403239,491;5476412,792;01110;00566;0034;1110;49.4326740011147;7.66547347830042
14439;567;"Liebigstraße";1;NULL;403454,58;5476505,169;01110;00567;0001;1110;49.4335444808243;7.66841526973304
14440;567;"Liebigstraße";2;NULL;403692,714;5476623,559;01110;00567;0002;1110;49.4346433430298;7.67166823153218
14441;567;"Liebigstraße";3;NULL;403501,286;5476517,045;01110;00567;0003;1110;49.4336598521854;7.66906040026702
14442;567;"Liebigstraße";7;NULL;403583,472;5476538,27;01110;00567;0007;1110;49.4338617038173;7.67018593904137
14443;567;"Liebigstraße";11;NULL;403670,16;5476560,555;01110;00567;0011;1110;49.4340733292829;7.67138018669069
14444;567;"Liebigstraße";11;a;403693,42;5476563,74;01110;00567;0011;1110;49.4341039504421;7.67169659305595
14445;567;"Liebigstraße";13;NULL;403728,444;5476573,415;01110;00567;0013;1110;49.4341994185868;7.67217676227781
14446;567;"Liebigstraße";13;a;403725,841;5476553,923;01110;00567;0013;1110;49.4340190931823;7.67214025267187
14447;567;"Liebigstraße";15;NULL;403770,349;5476581,851;01110;00567;0015;1110;49.4342780076648;7.6727539385971
14448;567;"Liebigstraße";19;NULL;403847,928;5476607,895;01110;00567;0019;1110;49.4345239954685;7.67380935184504
14449;568;"Liederstraße";1;NULL;410868,402;5476984,122;00260;00568;0001;0260;49.438984148066;7.77053738612588
14450;568;"Liederstraße";2;NULL;410858,033;5476982,297;00260;00568;0002;0260;49.4389646960249;7.77039993200431
14451;568;"Liederstraße";3;NULL;410870,089;5476975,375;00260;00568;0003;0260;49.4389035056062;7.7705669904688
14452;568;"Liederstraße";4;NULL;410859,905;5476973,642;00260;00568;0004;0260;49.4388839069634;7.77041574620135
